state,year,cigs,loggdppercap,retprice,pctage1524,beerpercap,cigsalespercap88,cigsalespercap80,cigsalespercap75
KY,1974,212.4,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1975,223,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1976,230.9,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1977,229.4,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1978,224.7,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1979,214.9,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1980,215.3,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1981,209.7,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1982,210.6,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1983,201.1,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1984,183.2,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1985,182.4,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1986,179.8,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1987,171.2,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1988,173.2,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1989,171.6,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1990,182.5,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1991,170.4,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1992,167.6,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1993,167.6,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1994,170.1,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1995,175.3,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1996,179,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1997,186.8,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1998,171.3,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,1999,165.3,9.695,71.489,0.175,18.94,173.2,215.3,223
KY,2000,156.2,9.695,71.489,0.175,18.94,173.2,215.3,223
LA,1970,115.9,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1971,119.8,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1972,125.3,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1973,126.7,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1974,129.9,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1975,133.6,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1976,139.6,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1977,140,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1978,142.7,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1979,140.1,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1980,143.8,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1981,144,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1982,143.9,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1983,133.7,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1984,128.9,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1985,125,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1986,121.2,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1987,116.5,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1988,110.9,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1989,103.6,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1990,101.5,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1991,107.2,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1992,108.5,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1993,106.2,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1994,105.3,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1995,105.7,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1996,106.8,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1997,105.3,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1998,103.2,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,1999,101,9.748,90.067,0.182,23.88,110.9,143.8,133.6
LA,2000,104.3,9.748,90.067,0.182,23.88,110.9,143.8,133.6
ME,1970,128.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1971,133.2,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1972,136.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1973,138,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1974,142.1,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1975,140.7,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1976,144.9,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1977,145.6,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1978,143.9,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1979,138.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1980,141.2,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1981,138.9,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1982,139.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1983,135.4,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1984,135.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1985,127.9,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1986,119,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1987,125,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1988,125,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1989,122.4,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1990,117.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1991,116.1,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1992,114.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1993,108.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1994,101.6,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1995,102.3,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1996,100,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1997,101.1,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1998,94.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,1999,85.5,9.787,91.9,0.166,22.44,125,141.2,140.7
ME,2000,82.9,9.787,91.9,0.166,22.44,125,141.2,140.7
MN,1970,104.3,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1971,116.4,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1972,96.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1973,106.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1974,110.6,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1975,111.5,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1976,116.7,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1977,117.2,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1978,118.9,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1979,118.3,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1980,117.7,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1981,120.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1982,119.4,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1983,113.2,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1984,110.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1985,113,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1986,104.3,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1987,108.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1988,94.1,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1989,92.3,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1990,90.7,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1991,86.2,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1992,83.8,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1993,81.6,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1994,83.4,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1995,84.1,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1996,81.7,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1997,84.1,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1998,83.2,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,1999,80.7,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MN,2000,76,9.939,96.289,0.172,23.12,94.1,117.7,111.5
MO,1970,121.3,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1971,127.6,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1972,130,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1973,132.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1974,135.4,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1975,135.6,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1976,139.5,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1977,140.8,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1978,141.8,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1979,140.2,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1980,142.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1981,140.5,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1982,139.7,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1983,134.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1984,130,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1985,129.2,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1986,128.8,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1987,128.7,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1988,127.4,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1989,122.8,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1990,119.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1991,119.9,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1992,122.3,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1993,121.6,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1994,119.4,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1995,124,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1996,124.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1997,120.6,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1998,120.1,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,1999,118,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MO,2000,113.8,9.877,84.467,0.167,23.88,127.4,142.1,135.6
MS,1970,93.4,9.547,88.922,0.181,21.14,109,127,116.8
MS,1971,105.4,9.547,88.922,0.181,21.14,109,127,116.8
MS,1972,112.1,9.547,88.922,0.181,21.14,109,127,116.8
MS,1973,115,9.547,88.922,0.181,21.14,109,127,116.8
MS,1974,117.1,9.547,88.922,0.181,21.14,109,127,116.8
MS,1975,116.8,9.547,88.922,0.181,21.14,109,127,116.8
MS,1976,120.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,1977,122.1,9.547,88.922,0.181,21.14,109,127,116.8
MS,1978,124.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,1979,123.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,1980,127,9.547,88.922,0.181,21.14,109,127,116.8
MS,1981,125.3,9.547,88.922,0.181,21.14,109,127,116.8
MS,1982,125.8,9.547,88.922,0.181,21.14,109,127,116.8
MS,1983,122.3,9.547,88.922,0.181,21.14,109,127,116.8
MS,1984,116.4,9.547,88.922,0.181,21.14,109,127,116.8
MS,1985,115.3,9.547,88.922,0.181,21.14,109,127,116.8
MS,1986,113.2,9.547,88.922,0.181,21.14,109,127,116.8
MS,1987,110,9.547,88.922,0.181,21.14,109,127,116.8
MS,1988,109,9.547,88.922,0.181,21.14,109,127,116.8
MS,1989,108.3,9.547,88.922,0.181,21.14,109,127,116.8
MS,1990,101.8,9.547,88.922,0.181,21.14,109,127,116.8
MS,1991,105.6,9.547,88.922,0.181,21.14,109,127,116.8
MS,1992,103.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,1993,105.4,9.547,88.922,0.181,21.14,109,127,116.8
MS,1994,106,9.547,88.922,0.181,21.14,109,127,116.8
MS,1995,107.5,9.547,88.922,0.181,21.14,109,127,116.8
MS,1996,106.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,1997,106.3,9.547,88.922,0.181,21.14,109,127,116.8
MS,1998,107,9.547,88.922,0.181,21.14,109,127,116.8
MS,1999,103.9,9.547,88.922,0.181,21.14,109,127,116.8
MS,2000,97.2,9.547,88.922,0.181,21.14,109,127,116.8
MT,1970,111.2,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1971,115.6,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1972,122.2,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1973,119.9,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1974,121.9,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1975,123.7,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1976,124.9,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1977,127,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1978,127.2,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1979,120.3,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1980,122,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1981,121.1,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1982,122.4,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1983,113.7,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1984,110.1,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1985,103.6,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1986,97.8,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1987,91.7,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1988,87.1,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1989,86.2,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1990,84.7,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1991,82.9,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1992,86.6,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1993,86,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1994,88.2,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1995,90.5,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1996,87.3,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1997,88.9,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1998,89.1,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,1999,82.6,9.753,85.589,0.165,27.88,87.1,122,123.7
MT,2000,75.5,9.753,85.589,0.165,27.88,87.1,122,123.7
NC,1970,172.4,9.752,71.444,0.179,19.92,146,187.8,226
NC,1971,187.6,9.752,71.444,0.179,19.92,146,187.8,226
NC,1972,214.1,9.752,71.444,0.179,19.92,146,187.8,226
NC,1973,226.5,9.752,71.444,0.179,19.92,146,187.8,226
NC,1974,227.3,9.752,71.444,0.179,19.92,146,187.8,226
NC,1975,226,9.752,71.444,0.179,19.92,146,187.8,226
NC,1976,230.2,9.752,71.444,0.179,19.92,146,187.8,226
NC,1977,217,9.752,71.444,0.179,19.92,146,187.8,226
NC,1978,205.5,9.752,71.444,0.179,19.92,146,187.8,226
NC,1979,197.3,9.752,71.444,0.179,19.92,146,187.8,226
NC,1980,187.8,9.752,71.444,0.179,19.92,146,187.8,226
NC,1981,179.3,9.752,71.444,0.179,19.92,146,187.8,226
NC,1982,179,9.752,71.444,0.179,19.92,146,187.8,226
NC,1983,169.8,9.752,71.444,0.179,19.92,146,187.8,226
NC,1984,160.6,9.752,71.444,0.179,19.92,146,187.8,226
NC,1985,156.3,9.752,71.444,0.179,19.92,146,187.8,226
NC,1986,154.4,9.752,71.444,0.179,19.92,146,187.8,226
NC,1987,150.5,9.752,71.444,0.179,19.92,146,187.8,226
NC,1988,146,9.752,71.444,0.179,19.92,146,187.8,226
NC,1989,139.3,9.752,71.444,0.179,19.92,146,187.8,226
NC,1990,133.7,9.752,71.444,0.179,19.92,146,187.8,226
NC,1991,132.7,9.752,71.444,0.179,19.92,146,187.8,226
NC,1992,128.9,9.752,71.444,0.179,19.92,146,187.8,226
NC,1993,129.7,9.752,71.444,0.179,19.92,146,187.8,226
NC,1994,112.7,9.752,71.444,0.179,19.92,146,187.8,226
NC,1995,124.9,9.752,71.444,0.179,19.92,146,187.8,226
NC,1996,129.7,9.752,71.444,0.179,19.92,146,187.8,226
NC,1997,125.6,9.752,71.444,0.179,19.92,146,187.8,226
NC,1998,126,9.752,71.444,0.179,19.92,146,187.8,226
NC,1999,113.1,9.752,71.444,0.179,19.92,146,187.8,226
NC,2000,109,9.752,71.444,0.179,19.92,146,187.8,226
ND,1970,93.8,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1971,98.5,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1972,103.8,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1973,108.7,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1974,110.5,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1975,117.9,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1976,125.4,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1977,122.2,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1978,121.9,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1979,121.3,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1980,123.7,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1981,125.7,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1982,126.8,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1983,119.6,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1984,109.4,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1985,103.2,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1986,99.8,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1987,92.3,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1988,87.1,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1989,84.1,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1990,77.1,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1991,85.2,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1992,74.3,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1993,83,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1994,81,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1995,80.6,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1996,80.8,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1997,77.5,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1998,79.1,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,1999,74.7,9.756,88.9,0.181,23.5,87.1,123.7,117.9
ND,2000,72.5,9.756,88.9,0.181,23.5,87.1,123.7,117.9
NE,1970,108.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1971,108.6,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1972,104.9,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1973,106.6,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1974,110.5,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1975,114.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1976,118.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1977,117.7,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1978,117.4,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1979,116.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1980,116.3,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1981,117,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1982,117.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1983,110.8,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1984,107.7,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1985,105.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1986,103.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1987,101.3,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1988,92.9,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1989,93.8,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1990,89.9,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1991,92.4,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1992,90.6,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1993,91.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1994,85.9,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1995,88.5,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1996,86.2,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1997,85.5,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1998,83.1,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,1999,86.6,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NE,2000,77.6,9.85,89.489,0.169,24.72,92.9,116.3,114.1
NH,1970,265.7,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1971,278,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1972,296.2,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1973,279,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1974,269.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1975,269.1,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1976,290.5,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1977,278.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1978,269.6,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1979,254.6,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1980,247.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1981,245.4,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1982,239.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1983,232.9,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1984,215.1,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1985,201.1,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1986,195.9,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1987,195.1,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1988,180.4,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1989,172.9,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1990,152.4,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1991,144.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1992,143.7,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1993,148.9,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1994,153.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1995,158.5,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1996,158,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1997,174.4,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1998,173.8,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,1999,171.7,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NH,2000,147.3,10.006,83.4,0.169,34.96,180.4,247.8,269.1
NM,1970,90,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1971,92.6,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1972,99.3,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1973,98.9,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1974,100.3,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1975,103.1,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1976,102.4,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1977,102.4,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1978,103.1,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1979,101,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1980,102.7,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1981,103,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1982,97.5,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1983,96.3,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1984,88.9,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1985,88,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1986,88.2,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1987,82.3,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1988,77.7,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1989,74.4,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1990,70.8,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1991,69.9,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1992,71.4,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1993,69,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1994,68.2,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1995,67,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1996,65.7,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1997,61.8,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1998,62.6,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,1999,59.7,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NM,2000,53.8,9.708,87.489,0.174,27.98,77.7,102.7,103.1
NV,1970,189.5,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1971,190.5,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1972,198.6,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1973,201.5,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1974,204.7,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1975,205.2,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1976,201.4,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1977,190.8,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1978,187,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1979,183.3,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1980,177.7,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1981,171.9,10.024,93.244,0.163,37,141.9,177.7,205.2
NV,1982,165.1,10.024,93.244,0.163,37,141.9,177.7,205.2
