choice,x.1,x.2,x.3,d.1,d.2
29,1.026941781,2.516240509,3.640443388,0.374471625,2.148317403
31,0,0,0,-1.8970628,-0.61665579
13,0.807992574,1.824290909,1.634805033,-0.916267157,0.697242143
29,1.026941781,2.516240509,3.640443388,-0.399457481,1.84789445
23,0.642784775,1.41269264,0.097406306,-0.914127776,0.525513204
29,1.026941781,2.516240509,3.640443388,-1.161143102,3.544424638
18,-2.402894606,1.499964415,1.760030815,-1.979174858,1.273047885
29,1.026941781,2.516240509,3.640443388,0.826845682,1.057875285
9,-1.053842446,1.367838803,3.113957413,-0.535524443,0.860663936
29,1.026941781,2.516240509,3.640443388,-1.32194182,2.758890361
29,1.026941781,2.516240509,3.640443388,0.206144995,2.071727545
5,0.56081774,2.085625404,1.91047032,-1.429484147,0.359372891
24,-0.256928763,2.754606,2.265752994,-1.138319396,0.070169711
10,0.190380504,0.569139556,1.518014367,-0.233985493,0.055955025
7,-1.472914183,-0.85104105,0.5107855,-2.433555478,-0.808079491
25,0.287986545,0.152256552,3.100631949,-0.25211167,0.826521425
24,-0.256928763,2.754606,2.265752994,-1.118830789,0.854976765
18,-2.402894606,1.499964415,1.760030815,-1.788335203,0.685330891
24,-0.256928763,2.754606,2.265752994,-0.944868986,0.18605246
29,1.026941781,2.516240509,3.640443388,-0.605469783,2.365100998
29,1.026941781,2.516240509,3.640443388,1.231563644,-0.608735587
7,-1.472914183,-0.85104105,0.5107855,-3.173684315,0.241172034
20,-0.711947902,-0.442914816,1.017715669,-2.222749974,-0.325989732
29,1.026941781,2.516240509,3.640443388,-0.657150163,1.615142348
12,0.264161268,1.462362841,2.565903024,-1.28066299,1.54747928
29,1.026941781,2.516240509,3.640443388,2.06681443,1.099782913
19,0.595510056,1.536614777,1.630393127,-1.50807587,1.552775228
28,-0.878088594,0.873728212,0.289505684,-2.007266031,0.11292264
8,0.300545532,1.163765672,1.872015986,-2.306612161,0.101561872
29,1.026941781,2.516240509,3.640443388,-0.219899457,0.295091591
26,0.479070729,1.483563397,0.593446233,-1.511421394,0.88163879
29,1.026941781,2.516240509,3.640443388,0.781131915,2.1014563
29,1.026941781,2.516240509,3.640443388,0.025993008,2.044703279
18,-2.402894606,1.499964415,1.760030815,-2.486097164,-0.096297543
3,-1.180979756,0.751009664,0.521851263,-1.295077908,-0.469023143
19,0.595510056,1.536614777,1.630393127,0.446415931,-0.770166237
29,1.026941781,2.516240509,3.640443388,-1.712419752,3.088366891
12,0.264161268,1.462362841,2.565903024,-2.389194707,1.884586427
12,0.264161268,1.462362841,2.565903024,-0.640703198,0.223307231
7,-1.472914183,-0.85104105,0.5107855,-3.23253843,0.495023131
21,0.196205629,1.58552205,1.567075356,-3.04864511,2.2088942
9,-1.053842446,1.367838803,3.113957413,-1.937263079,0.141399785
29,1.026941781,2.516240509,3.640443388,-0.671003624,1.315690542
29,1.026941781,2.516240509,3.640443388,-1.303869193,2.371985145
28,-0.878088594,0.873728212,0.289505684,-1.796877576,-0.636553543
22,-0.991668545,1.423601668,2.042829789,0.032430876,-0.901581059
29,1.026941781,2.516240509,3.640443388,-0.35876521,2.305389202
18,-2.402894606,1.499964415,1.760030815,-1.767284066,1.551622803
12,0.264161268,1.462362841,2.565903024,0.783642839,0.154464627
7,-1.472914183,-0.85104105,0.5107855,-3.426460392,-0.300026048
29,1.026941781,2.516240509,3.640443388,-0.0653942,1.67462211
31,0,0,0,-1.087642561,-0.733243405
17,0.895408919,0.853820874,1.905921853,-1.358925496,1.741873867
29,1.026941781,2.516240509,3.640443388,-0.01150354,2.616089654
24,-0.256928763,2.754606,2.265752994,-2.080542602,1.100232713
29,1.026941781,2.516240509,3.640443388,0.125150527,0.702091652
3,-1.180979756,0.751009664,0.521851263,-1.831038186,0.340995438
18,-2.402894606,1.499964415,1.760030815,-1.402933141,-0.145870975
29,1.026941781,2.516240509,3.640443388,0.06913055,0.866064462
24,-0.256928763,2.754606,2.265752994,-1.307686707,2.354315928
29,1.026941781,2.516240509,3.640443388,0.893935698,1.97469607
20,-0.711947902,-0.442914816,1.017715669,-3.369409935,1.70698192
19,0.595510056,1.536614777,1.630393127,-0.425081361,1.810778937
1,1.066382309,0.607186101,2.282936893,-1.083290058,0.84936784
24,-0.256928763,2.754606,2.265752994,-0.517555268,0.433348018
24,-0.256928763,2.754606,2.265752994,-0.256319492,0.064648091
30,0.988594142,1.254374518,0.307014682,-1.749974566,0.26918258
12,0.264161268,1.462362841,2.565903024,-1.50869405,0.707222152
29,1.026941781,2.516240509,3.640443388,-2.072313914,3.073528675
29,1.026941781,2.516240509,3.640443388,-0.328526879,1.562148299
5,0.56081774,2.085625404,1.91047032,-2.757728595,2.315817023
24,-0.256928763,2.754606,2.265752994,0.021795055,0.231123499
3,-1.180979756,0.751009664,0.521851263,-0.695265109,0.244376871
3,-1.180979756,0.751009664,0.521851263,-1.496467404,-0.008407557
29,1.026941781,2.516240509,3.640443388,-0.150841948,1.67844275
29,1.026941781,2.516240509,3.640443388,-0.848582069,2.874908613
12,0.264161268,1.462362841,2.565903024,-1.856022727,1.043513493
29,1.026941781,2.516240509,3.640443388,-1.225043125,2.002399936
6,-0.886914693,1.645032857,1.779570816,-1.336806419,-0.201812247
18,-2.402894606,1.499964415,1.760030815,-2.281771068,0.699516962
3,-1.180979756,0.751009664,0.521851263,-1.191172154,0.340868113
18,-2.402894606,1.499964415,1.760030815,-2.797150523,0.015824705
12,0.264161268,1.462362841,2.565903024,-1.839812582,2.127524425
29,1.026941781,2.516240509,3.640443388,-0.96033409,1.950224241
29,1.026941781,2.516240509,3.640443388,0.0357878,1.862556897
29,1.026941781,2.516240509,3.640443388,-0.359995144,2.123735204
18,-2.402894606,1.499964415,1.760030815,-1.247920607,0.523244278
18,-2.402894606,1.499964415,1.760030815,-2.005992895,0.190115166
9,-1.053842446,1.367838803,3.113957413,-0.199212348,0.43696891
24,-0.256928763,2.754606,2.265752994,-1.622850736,1.911692779
24,-0.256928763,2.754606,2.265752994,-0.390415493,-0.45783072
29,1.026941781,2.516240509,3.640443388,-0.526468064,2.183418604
12,0.264161268,1.462362841,2.565903024,0.19975535,1.031175995
18,-2.402894606,1.499964415,1.760030815,-1.760175943,0.866604082
29,1.026941781,2.516240509,3.640443388,-0.004164181,2.253301333
24,-0.256928763,2.754606,2.265752994,-1.528916776,0.990006699
29,1.026941781,2.516240509,3.640443388,0.442726556,1.584572881
29,1.026941781,2.516240509,3.640443388,-1.149925813,0.970122231
29,1.026941781,2.516240509,3.640443388,-0.609639357,1.467356251
18,-2.402894606,1.499964415,1.760030815,-1.359042995,0.207661235
29,1.026941781,2.516240509,3.640443388,-0.141842522,2.173235334
29,1.026941781,2.516240509,3.640443388,-0.683452847,2.063529673
29,1.026941781,2.516240509,3.640443388,-0.771794223,0.130558062
29,1.026941781,2.516240509,3.640443388,-1.671679373,2.968204983
3,-1.180979756,0.751009664,0.521851263,-2.374792898,0.861752433
23,0.642784775,1.41269264,0.097406306,-2.44955156,1.910184331
24,-0.256928763,2.754606,2.265752994,-1.218128735,-1.470900626
6,-0.886914693,1.645032857,1.779570816,-2.224738046,0.12205072
9,-1.053842446,1.367838803,3.113957413,-0.249560017,1.193095305
18,-2.402894606,1.499964415,1.760030815,-2.006158112,-0.48873615
3,-1.180979756,0.751009664,0.521851263,-2.12526819,0.896934834
9,-1.053842446,1.367838803,3.113957413,0.124457976,1.369111552
29,1.026941781,2.516240509,3.640443388,0.191181362,1.56330718
29,1.026941781,2.516240509,3.640443388,-1.0387596,1.728728789
10,0.190380504,0.569139556,1.518014367,0.771281803,-0.885627216
24,-0.256928763,2.754606,2.265752994,-1.392208116,2.429943936
29,1.026941781,2.516240509,3.640443388,0.58894477,1.137904971
22,-0.991668545,1.423601668,2.042829789,-1.262773793,1.587088843
18,-2.402894606,1.499964415,1.760030815,-1.877791086,0.415082771
18,-2.402894606,1.499964415,1.760030815,-2.702071529,0.507136688
24,-0.256928763,2.754606,2.265752994,-3.166601378,3.270658122
29,1.026941781,2.516240509,3.640443388,0.371569796,2.105218068
29,1.026941781,2.516240509,3.640443388,-0.397050137,1.597034367
29,1.026941781,2.516240509,3.640443388,-0.569306845,0.106784876
5,0.56081774,2.085625404,1.91047032,-1.219799968,1.520530622
29,1.026941781,2.516240509,3.640443388,-0.455429697,2.824757285
9,-1.053842446,1.367838803,3.113957413,-1.527736776,1.150960118
22,-0.991668545,1.423601668,2.042829789,-2.282231035,2.005373539
5,0.56081774,2.085625404,1.91047032,0.006089284,1.404663391
7,-1.472914183,-0.85104105,0.5107855,-2.586308604,-1.776570601
19,0.595510056,1.536614777,1.630393127,0.028488109,0.448196912
29,1.026941781,2.516240509,3.640443388,-0.324601932,2.249236714
22,-0.991668545,1.423601668,2.042829789,-1.290947968,-0.140715535
29,1.026941781,2.516240509,3.640443388,-1.038041451,1.635915093
25,0.287986545,0.152256552,3.100631949,-1.187864718,0.004064554
29,1.026941781,2.516240509,3.640443388,-0.259543157,1.412944215
10,0.190380504,0.569139556,1.518014367,-1.382880527,1.989893365
29,1.026941781,2.516240509,3.640443388,-0.230151351,3.56559514
29,1.026941781,2.516240509,3.640443388,-0.836451017,0.582209837
29,1.026941781,2.516240509,3.640443388,0.764207414,1.851780912
9,-1.053842446,1.367838803,3.113957413,-0.053582164,1.305786916
18,-2.402894606,1.499964415,1.760030815,-3.434102202,1.229149311
29,1.026941781,2.516240509,3.640443388,-0.593136391,1.319372203
26,0.479070729,1.483563397,0.593446233,-2.89983754,1.728365743
22,-0.991668545,1.423601668,2.042829789,-1.938901261,1.573075496
18,-2.402894606,1.499964415,1.760030815,-1.397081952,0.058963672
16,-1.37692266,0.206646709,3.735740719,-0.440810148,-0.220886093
13,0.807992574,1.824290909,1.634805033,-0.445196071,1.260557365
22,-0.991668545,1.423601668,2.042829789,0.135540162,0.47895086
29,1.026941781,2.516240509,3.640443388,-0.788286238,2.311810299
12,0.264161268,1.462362841,2.565903024,-0.699905606,2.320226353
18,-2.402894606,1.499964415,1.760030815,-2.111322478,-0.136187472
28,-0.878088594,0.873728212,0.289505684,-2.604998987,0.504167874
29,1.026941781,2.516240509,3.640443388,-0.421056617,1.340697437
5,0.56081774,2.085625404,1.91047032,-2.497525122,1.510797901
29,1.026941781,2.516240509,3.640443388,0.849695688,1.622199971
18,-2.402894606,1.499964415,1.760030815,-2.022931594,0.508174457
29,1.026941781,2.516240509,3.640443388,-1.590102983,2.216343655
24,-0.256928763,2.754606,2.265752994,-0.883405014,0.618928181
24,-0.256928763,2.754606,2.265752994,-1.383789043,1.163656564
7,-1.472914183,-0.85104105,0.5107855,-1.346887878,0.334681735
22,-0.991668545,1.423601668,2.042829789,0.22419986,1.046639171
7,-1.472914183,-0.85104105,0.5107855,-1.633440462,-0.422960332
30,0.988594142,1.254374518,0.307014682,-0.186299836,-0.092792074
24,-0.256928763,2.754606,2.265752994,-1.188582295,1.79133892
29,1.026941781,2.516240509,3.640443388,-0.609610322,1.328605868
29,1.026941781,2.516240509,3.640443388,0.61970036,1.769243775
29,1.026941781,2.516240509,3.640443388,-1.614397953,2.421017196
24,-0.256928763,2.754606,2.265752994,-0.916958682,1.546687084
21,0.196205629,1.58552205,1.567075356,-0.147978828,0.170559882
1,1.066382309,0.607186101,2.282936893,-0.396983689,0.250811707
7,-1.472914183,-0.85104105,0.5107855,-3.702201672,1.11774592
29,1.026941781,2.516240509,3.640443388,-0.49122331,2.235322666
29,1.026941781,2.516240509,3.640443388,-0.850865619,2.986952322
3,-1.180979756,0.751009664,0.521851263,-2.062953101,0.30785117
3,-1.180979756,0.751009664,0.521851263,-0.290661951,-1.228319989
21,0.196205629,1.58552205,1.567075356,-0.270711357,0.434999166
6,-0.886914693,1.645032857,1.779570816,-1.06351795,-0.108435474
16,-1.37692266,0.206646709,3.735740719,-0.538573109,2.159577147
3,-1.180979756,0.751009664,0.521851263,-1.784998579,-0.85955259
24,-0.256928763,2.754606,2.265752994,-1.052332487,1.551533153
29,1.026941781,2.516240509,3.640443388,-0.64005012,1.94034519
18,-2.402894606,1.499964415,1.760030815,-1.482866215,0.616873468
28,-0.878088594,0.873728212,0.289505684,-1.582315229,-1.238859009
18,-2.402894606,1.499964415,1.760030815,-2.329529729,1.516238313
29,1.026941781,2.516240509,3.640443388,0.174336815,1.537871554
5,0.56081774,2.085625404,1.91047032,-1.204668657,1.709330548
29,1.026941781,2.516240509,3.640443388,-0.456587722,3.255708454
24,-0.256928763,2.754606,2.265752994,-2.677198169,2.036710982
7,-1.472914183,-0.85104105,0.5107855,-2.757875667,-0.472145637
24,-0.256928763,2.754606,2.265752994,0.277435645,0.955592567
6,-0.886914693,1.645032857,1.779570816,-1.453979939,0.293384674
29,1.026941781,2.516240509,3.640443388,-0.036612626,2.229381727
29,1.026941781,2.516240509,3.640443388,-0.384934488,2.166282341
12,0.264161268,1.462362841,2.565903024,-0.328633238,1.437213047
29,1.026941781,2.516240509,3.640443388,0.07296393,0.399012353
18,-2.402894606,1.499964415,1.760030815,-2.036000639,-0.216470895
8,0.300545532,1.163765672,1.872015986,-0.888177611,1.383384838
29,1.026941781,2.516240509,3.640443388,0.984585802,1.517554301
24,-0.256928763,2.754606,2.265752994,-0.300364589,1.061925794
29,1.026941781,2.516240509,3.640443388,-3.17745301,2.913101603
16,-1.37692266,0.206646709,3.735740719,-1.574937497,0.665524488
29,1.026941781,2.516240509,3.640443388,-0.088760439,0.713985497
26,0.479070729,1.483563397,0.593446233,-2.079676363,1.277873947
5,0.56081774,2.085625404,1.91047032,0.06235259,1.273514056
29,1.026941781,2.516240509,3.640443388,-2.210435243,3.984148117
18,-2.402894606,1.499964415,1.760030815,-1.337510684,-0.434982057
24,-0.256928763,2.754606,2.265752994,-0.259285984,-0.19082212
19,0.595510056,1.536614777,1.630393127,-0.207766229,-0.259281771
29,1.026941781,2.516240509,3.640443388,-0.136580002,1.551724167
18,-2.402894606,1.499964415,1.760030815,-0.457773993,0.446769118
18,-2.402894606,1.499964415,1.760030815,-1.551592047,1.074057676
8,0.300545532,1.163765672,1.872015986,-0.407268164,0.144964144
29,1.026941781,2.516240509,3.640443388,0.445873129,3.482063203
29,1.026941781,2.516240509,3.640443388,-0.787561018,1.027315441
21,0.196205629,1.58552205,1.567075356,-1.257660652,0.80883114
29,1.026941781,2.516240509,3.640443388,-0.303596724,2.910993255
29,1.026941781,2.516240509,3.640443388,-0.265471734,1.261713411
21,0.196205629,1.58552205,1.567075356,-0.271557975,-1.520509794
5,0.56081774,2.085625404,1.91047032,-1.355923605,0.08699158
26,0.479070729,1.483563397,0.593446233,-1.455338823,0.443072686
29,1.026941781,2.516240509,3.640443388,-0.308450702,1.657755312
7,-1.472914183,-0.85104105,0.5107855,-1.44716261,-1.215855019
18,-2.402894606,1.499964415,1.760030815,-1.807731253,-0.964736113
8,0.300545532,1.163765672,1.872015986,-0.332282977,0.293363057
24,-0.256928763,2.754606,2.265752994,-0.944365289,0.40020004
5,0.56081774,2.085625404,1.91047032,0.048578378,0.160792272
12,0.264161268,1.462362841,2.565903024,-1.351112202,-0.253880257
15,0.015153229,0.841921133,1.843859613,-0.979320907,2.435917947
5,0.56081774,2.085625404,1.91047032,0.386473952,0.040516388
18,-2.402894606,1.499964415,1.760030815,-2.263605282,0.364169909
29,1.026941781,2.516240509,3.640443388,0.566297893,1.82546476
29,1.026941781,2.516240509,3.640443388,-0.641585174,1.825378654
13,0.807992574,1.824290909,1.634805033,-0.370472556,-0.016233127
29,1.026941781,2.516240509,3.640443388,-0.893774187,1.831460249
29,1.026941781,2.516240509,3.640443388,-0.606713959,0.868906751
29,1.026941781,2.516240509,3.640443388,-0.543334186,2.439798834
29,1.026941781,2.516240509,3.640443388,0.117628381,2.469438945
29,1.026941781,2.516240509,3.640443388,-0.141201052,2.244082226
27,1.205176534,-0.786588666,1.35376463,-2.31107092,-0.176770886
24,-0.256928763,2.754606,2.265752994,-1.40990316,1.990932262
19,0.595510056,1.536614777,1.630393127,-2.03225873,1.549890035
29,1.026941781,2.516240509,3.640443388,-0.98573615,1.036145996
29,1.026941781,2.516240509,3.640443388,0.560433991,0.234750269
22,-0.991668545,1.423601668,2.042829789,-0.671178548,0.454816076
24,-0.256928763,2.754606,2.265752994,-0.995815044,0.412017065
29,1.026941781,2.516240509,3.640443388,-1.087106232,2.480875513
18,-2.402894606,1.499964415,1.760030815,-2.022103636,0.158101998
29,1.026941781,2.516240509,3.640443388,-0.385111526,1.534433515
29,1.026941781,2.516240509,3.640443388,-0.890537837,2.314898769
9,-1.053842446,1.367838803,3.113957413,-1.735545592,0.599394431
28,-0.878088594,0.873728212,0.289505684,-0.920896042,0.474008462
22,-0.991668545,1.423601668,2.042829789,-0.900668221,-0.039052253
28,-0.878088594,0.873728212,0.289505684,-1.424091622,0.051085494
29,1.026941781,2.516240509,3.640443388,0.299015615,0.907161716
24,-0.256928763,2.754606,2.265752994,-0.458742484,1.170035876
29,1.026941781,2.516240509,3.640443388,-0.612933933,2.076235355
29,1.026941781,2.516240509,3.640443388,1.909901956,0.646470083
9,-1.053842446,1.367838803,3.113957413,-1.501182302,1.42484148
13,0.807992574,1.824290909,1.634805033,-1.226840818,1.164433175
24,-0.256928763,2.754606,2.265752994,-0.369562383,1.279485988
16,-1.37692266,0.206646709,3.735740719,-2.499097117,1.134554997
12,0.264161268,1.462362841,2.565903024,-2.387325191,2.837132147
29,1.026941781,2.516240509,3.640443388,-0.623396697,3.325909763
30,0.988594142,1.254374518,0.307014682,-0.273815691,-1.196248624
3,-1.180979756,0.751009664,0.521851263,-1.152934148,-0.448764634
18,-2.402894606,1.499964415,1.760030815,-1.265775724,-0.378947199
28,-0.878088594,0.873728212,0.289505684,-2.254958516,0.611888048
31,0,0,0,-3.057429618,0.697987726
24,-0.256928763,2.754606,2.265752994,-1.920228975,0.357074812
26,0.479070729,1.483563397,0.593446233,-0.693244282,0.786894096
18,-2.402894606,1.499964415,1.760030815,-2.823886385,1.003765293
29,1.026941781,2.516240509,3.640443388,0.887593712,-0.333484473
1,1.066382309,0.607186101,2.282936893,-2.804230115,1.692528614
24,-0.256928763,2.754606,2.265752994,-1.834031254,1.774310539
29,1.026941781,2.516240509,3.640443388,-0.651992821,1.155819573
29,1.026941781,2.516240509,3.640443388,0.304540634,-0.726150948
24,-0.256928763,2.754606,2.265752994,-1.199731275,1.240403519
6,-0.886914693,1.645032857,1.779570816,-1.770833224,0.597026704
30,0.988594142,1.254374518,0.307014682,-2.028086241,1.185508054
21,0.196205629,1.58552205,1.567075356,-1.062744633,0.229488941
24,-0.256928763,2.754606,2.265752994,-1.264864837,1.04366958
28,-0.878088594,0.873728212,0.289505684,-1.868074789,-0.670960881
29,1.026941781,2.516240509,3.640443388,1.154267744,1.937032726
14,0.87808459,-0.867673355,0.953197874,-1.672998489,0.972954415
16,-1.37692266,0.206646709,3.735740719,-1.743300802,0.611076771
16,-1.37692266,0.206646709,3.735740719,-2.21932959,2.305817316
22,-0.991668545,1.423601668,2.042829789,-1.13767552,-0.156176523
29,1.026941781,2.516240509,3.640443388,-0.012155395,2.210493449
29,1.026941781,2.516240509,3.640443388,0.446950693,1.254145215
7,-1.472914183,-0.85104105,0.5107855,-2.19790104,-1.433687979
30,0.988594142,1.254374518,0.307014682,-1.142496779,-0.022739724
29,1.026941781,2.516240509,3.640443388,-1.288438977,1.917533262
29,1.026941781,2.516240509,3.640443388,-0.504986146,3.261667433
5,0.56081774,2.085625404,1.91047032,0.39298882,-0.359542359
29,1.026941781,2.516240509,3.640443388,-1.07147658,1.315628458
12,0.264161268,1.462362841,2.565903024,-1.565538827,2.009230469
29,1.026941781,2.516240509,3.640443388,0.063158608,0.065523211
9,-1.053842446,1.367838803,3.113957413,-0.002354423,-0.183555524
16,-1.37692266,0.206646709,3.735740719,-3.029591626,2.997872018
12,0.264161268,1.462362841,2.565903024,-0.868942048,0.422168531
3,-1.180979756,0.751009664,0.521851263,-1.4956817,-0.01006507
29,1.026941781,2.516240509,3.640443388,0.404996899,0.720780511
29,1.026941781,2.516240509,3.640443388,-0.750274934,1.64419696
22,-0.991668545,1.423601668,2.042829789,-1.264952655,-0.115648178
3,-1.180979756,0.751009664,0.521851263,-2.73755867,1.234062483
30,0.988594142,1.254374518,0.307014682,-2.111094143,0.854613143
11,-0.444533984,0.222900892,2.007848775,-2.080723892,1.139435779
29,1.026941781,2.516240509,3.640443388,-0.355493647,1.078261758
29,1.026941781,2.516240509,3.640443388,0.085141801,1.302720983
26,0.479070729,1.483563397,0.593446233,0.000507465,0.044847302
26,0.479070729,1.483563397,0.593446233,-1.14513656,0.73755386
24,-0.256928763,2.754606,2.265752994,-1.669349769,0.965985462
6,-0.886914693,1.645032857,1.779570816,-1.033051633,1.617642964
7,-1.472914183,-0.85104105,0.5107855,-1.373648473,-0.610759228
24,-0.256928763,2.754606,2.265752994,-1.201362924,1.463025834
29,1.026941781,2.516240509,3.640443388,-0.238771044,0.977929828
24,-0.256928763,2.754606,2.265752994,-1.946643758,1.695334823
18,-2.402894606,1.499964415,1.760030815,-1.266793418,0.626446562
29,1.026941781,2.516240509,3.640443388,0.321157485,0.937477624
17,0.895408919,0.853820874,1.905921853,-0.540954481,0.477069513
5,0.56081774,2.085625404,1.91047032,-0.474550541,0.388426772
24,-0.256928763,2.754606,2.265752994,-0.988026502,2.0287485
12,0.264161268,1.462362841,2.565903024,-0.348014523,0.223036277
24,-0.256928763,2.754606,2.265752994,-0.308160596,0.164244868
29,1.026941781,2.516240509,3.640443388,-1.414914927,1.485010703
24,-0.256928763,2.754606,2.265752994,-0.618805947,1.449942304
21,0.196205629,1.58552205,1.567075356,-1.354065672,1.365063714
30,0.988594142,1.254374518,0.307014682,-0.497213371,0.946385415
21,0.196205629,1.58552205,1.567075356,-2.079325511,2.442392475
23,0.642784775,1.41269264,0.097406306,-1.872279372,0.624770924
24,-0.256928763,2.754606,2.265752994,-1.241820059,1.336080528
18,-2.402894606,1.499964415,1.760030815,-3.113494965,0.059982146
29,1.026941781,2.516240509,3.640443388,0.711389353,1.214415391
9,-1.053842446,1.367838803,3.113957413,-0.815013445,-0.615135067
9,-1.053842446,1.367838803,3.113957413,0.252379959,0.05325086
30,0.988594142,1.254374518,0.307014682,-1.956042255,-0.035480557
29,1.026941781,2.516240509,3.640443388,-1.854514523,2.785243744
1,1.066382309,0.607186101,2.282936893,-1.329744641,1.134521567
23,0.642784775,1.41269264,0.097406306,-1.833145955,0.881743338
21,0.196205629,1.58552205,1.567075356,-2.266557962,0.956304977
29,1.026941781,2.516240509,3.640443388,-1.126789066,3.653931562
3,-1.180979756,0.751009664,0.521851263,-2.65476433,1.233843949
29,1.026941781,2.516240509,3.640443388,-0.088436532,1.931164195
18,-2.402894606,1.499964415,1.760030815,-2.88536499,1.547691847
18,-2.402894606,1.499964415,1.760030815,-1.331107092,2.195078591
12,0.264161268,1.462362841,2.565903024,-1.174844455,1.364083995
6,-0.886914693,1.645032857,1.779570816,-0.390769765,-0.696283276
29,1.026941781,2.516240509,3.640443388,-1.82906213,2.752131089
29,1.026941781,2.516240509,3.640443388,1.016121633,1.724110554
18,-2.402894606,1.499964415,1.760030815,-1.761827267,0.136939755
29,1.026941781,2.516240509,3.640443388,0.128664795,1.890165144
9,-1.053842446,1.367838803,3.113957413,-1.109742921,0.908523086
19,0.595510056,1.536614777,1.630393127,-0.392324527,0.439499169
29,1.026941781,2.516240509,3.640443388,0.056601587,2.688381661
29,1.026941781,2.516240509,3.640443388,0.151074947,1.022696775
29,1.026941781,2.516240509,3.640443388,-1.518746135,0.682347884
12,0.264161268,1.462362841,2.565903024,0.416415995,0.452684043
29,1.026941781,2.516240509,3.640443388,1.062172428,2.489359006
29,1.026941781,2.516240509,3.640443388,-0.780342047,1.944556568
26,0.479070729,1.483563397,0.593446233,-0.996897244,1.420907719
8,0.300545532,1.163765672,1.872015986,-1.686533881,0.19421036
29,1.026941781,2.516240509,3.640443388,-0.922049108,2.185591658
9,-1.053842446,1.367838803,3.113957413,-1.485720234,1.787047645
3,-1.180979756,0.751009664,0.521851263,-0.411135892,-0.918742628
3,-1.180979756,0.751009664,0.521851263,-2.31965199,-0.129923892
29,1.026941781,2.516240509,3.640443388,-0.537014363,2.413816222
18,-2.402894606,1.499964415,1.760030815,-2.612586997,1.011067342
23,0.642784775,1.41269264,0.097406306,-1.431687549,-0.403853523
24,-0.256928763,2.754606,2.265752994,0.208504558,0.155066213
29,1.026941781,2.516240509,3.640443388,-0.371165306,1.501938407
17,0.895408919,0.853820874,1.905921853,-1.433850275,1.396060135
28,-0.878088594,0.873728212,0.289505684,-1.754246871,0.724498865
29,1.026941781,2.516240509,3.640443388,1.169286363,1.655612076
29,1.026941781,2.516240509,3.640443388,0.08572665,0.84086864
18,-2.402894606,1.499964415,1.760030815,-1.715918462,0.466039458
29,1.026941781,2.516240509,3.640443388,1.270313777,1.86026124
16,-1.37692266,0.206646709,3.735740719,-1.80020616,1.346851427
4,-0.729809865,-0.043932409,0.751662462,-2.111194258,-0.431753577
5,0.56081774,2.085625404,1.91047032,0.279496287,1.384899617
18,-2.402894606,1.499964415,1.760030815,-1.966587323,2.127099586
21,0.196205629,1.58552205,1.567075356,-1.933643355,0.989484127
21,0.196205629,1.58552205,1.567075356,-0.841957377,1.042035861
24,-0.256928763,2.754606,2.265752994,-1.624582231,1.550645466
29,1.026941781,2.516240509,3.640443388,-0.411911824,2.588233912
11,-0.444533984,0.222900892,2.007848775,-1.417338498,1.650491696
31,0,0,0,-1.352805644,-0.215945834
3,-1.180979756,0.751009664,0.521851263,-2.043179552,0.092780218
29,1.026941781,2.516240509,3.640443388,-0.636299598,1.753557185
17,0.895408919,0.853820874,1.905921853,0.49232806,-0.066775564
29,1.026941781,2.516240509,3.640443388,-0.201732479,1.630508378
29,1.026941781,2.516240509,3.640443388,0.192423379,1.612578664
29,1.026941781,2.516240509,3.640443388,-0.179383254,3.123561221
1,1.066382309,0.607186101,2.282936893,-0.661316298,0.909479893
5,0.56081774,2.085625404,1.91047032,-1.816021817,1.060106474
29,1.026941781,2.516240509,3.640443388,-0.452446025,1.856433783
7,-1.472914183,-0.85104105,0.5107855,-1.450322644,-3.163233918
22,-0.991668545,1.423601668,2.042829789,-1.620149383,1.131431486
29,1.026941781,2.516240509,3.640443388,0.070212773,2.048093996
29,1.026941781,2.516240509,3.640443388,0.600983208,1.486089161
9,-1.053842446,1.367838803,3.113957413,-0.379133981,1.502919531
3,-1.180979756,0.751009664,0.521851263,-1.289130301,-1.401491513
24,-0.256928763,2.754606,2.265752994,-1.797108597,0.750823278
29,1.026941781,2.516240509,3.640443388,0.33984777,0.008683322
8,0.300545532,1.163765672,1.872015986,-2.124627007,0.273572636
29,1.026941781,2.516240509,3.640443388,-0.827850645,2.191972561
16,-1.37692266,0.206646709,3.735740719,-0.630052207,-0.346461655
7,-1.472914183,-0.85104105,0.5107855,-2.11140072,0.786565909
5,0.56081774,2.085625404,1.91047032,-1.059447928,1.535295629
29,1.026941781,2.516240509,3.640443388,-0.044821704,2.004314858
24,-0.256928763,2.754606,2.265752994,-1.0476336,1.137959037
5,0.56081774,2.085625404,1.91047032,0.285660491,-0.282139548
29,1.026941781,2.516240509,3.640443388,-1.267934238,3.680144233
29,1.026941781,2.516240509,3.640443388,-0.135922582,1.53266225
29,1.026941781,2.516240509,3.640443388,-0.499380907,-0.55723629
29,1.026941781,2.516240509,3.640443388,-0.435678673,0.486633162
25,0.287986545,0.152256552,3.100631949,-0.402609693,0.550656895
16,-1.37692266,0.206646709,3.735740719,-1.390949826,-0.241708968
24,-0.256928763,2.754606,2.265752994,-0.257525328,-0.334251866
24,-0.256928763,2.754606,2.265752994,-0.583146277,0.060771874
